[2025-09-10 01:02:23] Agent starting... ServerBase=https://pc-admin-server.onrender.com
[2025-09-10 04:27:29] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2510,"Time":"2025-09-10T04:27:29.7619948\u002B08:00"}
[2025-09-10 04:27:29] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:27:30] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2511,"Time":"2025-09-10T04:27:30.7676081\u002B08:00"}
[2025-09-10 04:27:30] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:27:31] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2512,"Time":"2025-09-10T04:27:31.7725732\u002B08:00"}
[2025-09-10 04:27:31] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:27:32] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2513,"Time":"2025-09-10T04:27:32.7790709\u002B08:00"}
[2025-09-10 04:27:32] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:27:33] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2514,"Time":"2025-09-10T04:27:33.7853042\u002B08:00"}
[2025-09-10 04:27:33] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:27:34] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2515,"Time":"2025-09-10T04:27:34.7909153\u002B08:00"}
[2025-09-10 04:27:34] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:27:35] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2516,"Time":"2025-09-10T04:27:35.7965278\u002B08:00"}
[2025-09-10 04:27:35] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:27:36] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2517,"Time":"2025-09-10T04:27:36.8121432\u002B08:00"}
[2025-09-10 04:27:36] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:27:37] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2518,"Time":"2025-09-10T04:27:37.8183040\u002B08:00"}
[2025-09-10 04:27:37] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:27:38] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2519,"Time":"2025-09-10T04:27:38.8233787\u002B08:00"}
[2025-09-10 04:27:38] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:27:39] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2520,"Time":"2025-09-10T04:27:39.8299863\u002B08:00"}
[2025-09-10 04:27:39] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:27:40] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2521,"Time":"2025-09-10T04:27:40.8337682\u002B08:00"}
[2025-09-10 04:27:40] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:27:41] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2522,"Time":"2025-09-10T04:27:41.8372745\u002B08:00"}
[2025-09-10 04:27:41] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:27:42] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2523,"Time":"2025-09-10T04:27:42.8527917\u002B08:00"}
[2025-09-10 04:27:42] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:27:43] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2524,"Time":"2025-09-10T04:27:43.8698108\u002B08:00"}
[2025-09-10 04:27:43] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:27:44] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2525,"Time":"2025-09-10T04:27:44.8769704\u002B08:00"}
[2025-09-10 04:27:44] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:27:45] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2526,"Time":"2025-09-10T04:27:45.8869474\u002B08:00"}
[2025-09-10 04:27:45] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:27:46] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2527,"Time":"2025-09-10T04:27:46.8927881\u002B08:00"}
[2025-09-10 04:27:46] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:27:47] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2528,"Time":"2025-09-10T04:27:47.8952651\u002B08:00"}
[2025-09-10 04:27:47] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:27:48] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2529,"Time":"2025-09-10T04:27:48.9121207\u002B08:00"}
[2025-09-10 04:27:48] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:27:49] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2530,"Time":"2025-09-10T04:27:49.9231320\u002B08:00"}
[2025-09-10 04:27:49] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:27:50] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2531,"Time":"2025-09-10T04:27:50.9368756\u002B08:00"}
[2025-09-10 04:27:50] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:27:51] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2532,"Time":"2025-09-10T04:27:51.9415337\u002B08:00"}
[2025-09-10 04:27:51] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:27:52] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2533,"Time":"2025-09-10T04:27:52.9514274\u002B08:00"}
[2025-09-10 04:27:52] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:27:53] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2534,"Time":"2025-09-10T04:27:53.9642701\u002B08:00"}
[2025-09-10 04:27:53] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:27:54] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2535,"Time":"2025-09-10T04:27:54.9697446\u002B08:00"}
[2025-09-10 04:27:54] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:27:55] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2536,"Time":"2025-09-10T04:27:55.9872953\u002B08:00"}
[2025-09-10 04:27:55] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:27:56] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2537,"Time":"2025-09-10T04:27:56.9925368\u002B08:00"}
[2025-09-10 04:27:56] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:27:57] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2538,"Time":"2025-09-10T04:27:57.9998255\u002B08:00"}
[2025-09-10 04:27:58] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:27:59] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2539,"Time":"2025-09-10T04:27:59.0084059\u002B08:00"}
[2025-09-10 04:27:59] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:00] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2540,"Time":"2025-09-10T04:28:00.0230865\u002B08:00"}
[2025-09-10 04:28:00] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:01] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2541,"Time":"2025-09-10T04:28:01.0307634\u002B08:00"}
[2025-09-10 04:28:01] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:02] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2542,"Time":"2025-09-10T04:28:02.0491462\u002B08:00"}
[2025-09-10 04:28:02] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:03] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2543,"Time":"2025-09-10T04:28:03.0663927\u002B08:00"}
[2025-09-10 04:28:03] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:04] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2544,"Time":"2025-09-10T04:28:04.0725892\u002B08:00"}
[2025-09-10 04:28:04] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:05] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2545,"Time":"2025-09-10T04:28:05.0758981\u002B08:00"}
[2025-09-10 04:28:05] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:06] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2546,"Time":"2025-09-10T04:28:06.0805271\u002B08:00"}
[2025-09-10 04:28:06] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:07] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2547,"Time":"2025-09-10T04:28:07.0901149\u002B08:00"}
[2025-09-10 04:28:07] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:08] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2548,"Time":"2025-09-10T04:28:08.1076375\u002B08:00"}
[2025-09-10 04:28:08] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:09] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2549,"Time":"2025-09-10T04:28:09.1196342\u002B08:00"}
[2025-09-10 04:28:09] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:10] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2550,"Time":"2025-09-10T04:28:10.1291481\u002B08:00"}
[2025-09-10 04:28:10] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:11] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2551,"Time":"2025-09-10T04:28:11.1421682\u002B08:00"}
[2025-09-10 04:28:11] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:12] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2552,"Time":"2025-09-10T04:28:12.1536415\u002B08:00"}
[2025-09-10 04:28:12] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:13] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2553,"Time":"2025-09-10T04:28:13.1665930\u002B08:00"}
[2025-09-10 04:28:13] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:14] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2554,"Time":"2025-09-10T04:28:14.1841065\u002B08:00"}
[2025-09-10 04:28:14] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:15] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2555,"Time":"2025-09-10T04:28:15.1959895\u002B08:00"}
[2025-09-10 04:28:15] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:16] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2556,"Time":"2025-09-10T04:28:16.2110823\u002B08:00"}
[2025-09-10 04:28:16] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:17] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2557,"Time":"2025-09-10T04:28:17.2151803\u002B08:00"}
[2025-09-10 04:28:17] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:18] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2558,"Time":"2025-09-10T04:28:18.2240600\u002B08:00"}
[2025-09-10 04:28:18] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:19] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2559,"Time":"2025-09-10T04:28:19.2322222\u002B08:00"}
[2025-09-10 04:28:19] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:20] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2560,"Time":"2025-09-10T04:28:20.2414578\u002B08:00"}
[2025-09-10 04:28:20] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:21] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2561,"Time":"2025-09-10T04:28:21.2437464\u002B08:00"}
[2025-09-10 04:28:21] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:22] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2562,"Time":"2025-09-10T04:28:22.2519860\u002B08:00"}
[2025-09-10 04:28:22] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:23] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2563,"Time":"2025-09-10T04:28:23.2569686\u002B08:00"}
[2025-09-10 04:28:23] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:24] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2564,"Time":"2025-09-10T04:28:24.2650178\u002B08:00"}
[2025-09-10 04:28:24] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:25] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2565,"Time":"2025-09-10T04:28:25.2822047\u002B08:00"}
[2025-09-10 04:28:25] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:26] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2566,"Time":"2025-09-10T04:28:26.2912641\u002B08:00"}
[2025-09-10 04:28:26] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:27] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2567,"Time":"2025-09-10T04:28:27.3020747\u002B08:00"}
[2025-09-10 04:28:27] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:28] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2568,"Time":"2025-09-10T04:28:28.3170954\u002B08:00"}
[2025-09-10 04:28:28] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:29] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2569,"Time":"2025-09-10T04:28:29.3257684\u002B08:00"}
[2025-09-10 04:28:29] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:30] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2570,"Time":"2025-09-10T04:28:30.3382576\u002B08:00"}
[2025-09-10 04:28:30] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:31] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2571,"Time":"2025-09-10T04:28:31.3530254\u002B08:00"}
[2025-09-10 04:28:31] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:32] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2572,"Time":"2025-09-10T04:28:32.3611091\u002B08:00"}
[2025-09-10 04:28:32] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:33] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2573,"Time":"2025-09-10T04:28:33.3651502\u002B08:00"}
[2025-09-10 04:28:33] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:34] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2574,"Time":"2025-09-10T04:28:34.3748344\u002B08:00"}
[2025-09-10 04:28:34] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:35] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2575,"Time":"2025-09-10T04:28:35.3862525\u002B08:00"}
[2025-09-10 04:28:35] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
[2025-09-10 04:28:36] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":2576,"Time":"2025-09-10T04:28:36.3984260\u002B08:00"}
[2025-09-10 04:28:36] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-10T05:26:19.1207531+08:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"admin123"},"command":null}
